SKU_ID,ASIN,Product_Title,Brand,Category,Seller_Name,MRP_INR,Selling_Price_INR,Base_Discount_%,Stock_Quantity,Rating,Total_Reviews,Is_Prime,Product_URL
RKWI-DET-BAB-14662,B0P1O01YTQ,Dettol Baby Care Product (250ml),Dettol,Baby Care,Appario Retail Private Ltd,1744.86,1430.79,18.0,34,4.1,13665,False,https://www.amazon.in/dp/B0P1O01YTQ
RKWI-L'O-PER-14663,B0LZ4785TY,L'Oreal Personal Care Product (500g),L'Oreal,Personal Care,RK World InfoCom Private Limited,1912.02,1353.71,29.2,285,4.2,15495,True,https://www.amazon.in/dp/B0LZ4785TY
RKWI-DOV-BEA-14664,B0CXK5X4LV,Dove Beauty & Hygiene Product (100g),Dove,Beauty & Hygiene,RK World InfoCom Private Limited,940.27,841.54,10.5,10,4.4,9601,True,https://www.amazon.in/dp/B0CXK5X4LV
RKWI-SUR-BAB-14665,B0KGXCLAOL,Surf Excel Baby Care Product (Pack of 2),Surf Excel,Baby Care,RK World InfoCom Private Limited,610.26,472.34,22.6,892,4.7,23594,False,https://www.amazon.in/dp/B0KGXCLAOL
RKWI-ARI-ORA-14666,B0AI85M3UP,Ariel Oral Care Product (500g),Ariel,Oral Care,Cloudtail India,2170.77,1918.96,11.6,550,4.8,9393,True,https://www.amazon.in/dp/B0AI85M3UP
RKWI-COL-HEA-14667,B0E3TFSK2G,Colgate Health & Wellness Product (Pack of 3),Colgate,Health & Wellness,Cloudtail India,636.89,465.57,26.9,975,4.4,16632,True,https://www.amazon.in/dp/B0E3TFSK2G
RKWI-SUR-ORA-14668,B0D8J6BS75,Surf Excel Oral Care Product (Pack of 3),Surf Excel,Oral Care,Appario Retail Private Ltd,1904.2,1784.24,6.3,788,4.5,12808,True,https://www.amazon.in/dp/B0D8J6BS75
RKWI-DET-BEA-14669,B0C8BXD14Y,Dettol Beauty & Hygiene Product (250ml),Dettol,Beauty & Hygiene,RK World InfoCom Private Limited,1882.1,1718.36,8.7,544,3.8,22660,True,https://www.amazon.in/dp/B0C8BXD14Y
RKWI-SUR-HOM-14670,B05ZXX0UX8,Surf Excel Home Care Product (Single Unit),Surf Excel,Home Care,RK World InfoCom Private Limited,1723.84,1634.2,5.2,772,4.8,15695,True,https://www.amazon.in/dp/B05ZXX0UX8
RKWI-COL-HOM-14671,B0A52OXDYU,Colgate Home Care Product (500g),Colgate,Home Care,RK World InfoCom Private Limited,1252.36,1080.79,13.7,180,4.0,8230,True,https://www.amazon.in/dp/B0A52OXDYU
RKWI-COL-BEA-14672,B06V4JEN6Z,Colgate Beauty & Hygiene Product (1L),Colgate,Beauty & Hygiene,RK World InfoCom Private Limited,389.44,357.12,8.3,573,4.9,20582,True,https://www.amazon.in/dp/B06V4JEN6Z
RKWI-PON-HOM-14673,B0ABWHN8KD,Pond's Home Care Product (100g),Pond's,Home Care,RK World InfoCom Private Limited,611.46,538.7,11.9,133,3.9,7558,False,https://www.amazon.in/dp/B0ABWHN8KD
RKWI-DOV-HEA-14674,B0LBP8EGXS,Dove Health & Wellness Product (500g),Dove,Health & Wellness,Appario Retail Private Ltd,1198.46,958.77,20.0,115,4.2,1497,True,https://www.amazon.in/dp/B0LBP8EGXS
RKWI-HIM-HOM-14675,B0O8Y1TTV2,Himalaya Home Care Product (100g),Himalaya,Home Care,RK World InfoCom Private Limited,917.29,739.34,19.4,106,3.5,13167,True,https://www.amazon.in/dp/B0O8Y1TTV2
RKWI-VAS-PER-14676,B0P6TFIQ84,Vaseline Personal Care Product (Single Unit),Vaseline,Personal Care,Appario Retail Private Ltd,115.15,103.87,9.8,313,3.5,1562,True,https://www.amazon.in/dp/B0P6TFIQ84
RKWI-SEN-PER-14677,B0KA4UNNGO,Sensodyne Personal Care Product (Pack of 2),Sensodyne,Personal Care,RK World InfoCom Private Limited,2162.01,1917.7,11.3,209,3.8,14747,False,https://www.amazon.in/dp/B0KA4UNNGO
RKWI-VAS-HOM-14678,B02PSRI8RP,Vaseline Home Care Product (Single Unit),Vaseline,Home Care,RK World InfoCom Private Limited,2156.77,1897.96,12.0,196,4.9,20398,True,https://www.amazon.in/dp/B02PSRI8RP
RKWI-SEN-ORA-14679,B0P4MXBRSI,Sensodyne Oral Care Product (Single Unit),Sensodyne,Oral Care,RK World InfoCom Private Limited,117.99,105.13,10.9,355,4.8,6246,False,https://www.amazon.in/dp/B0P4MXBRSI
RKWI-VAS-PER-14680,B08YRRZBUJ,Vaseline Personal Care Product (Single Unit),Vaseline,Personal Care,RK World InfoCom Private Limited,2292.75,1864.01,18.7,899,4.6,22904,True,https://www.amazon.in/dp/B08YRRZBUJ
RKWI-PON-BAB-14681,B02CYVQUZD,Pond's Baby Care Product (1L),Pond's,Baby Care,Appario Retail Private Ltd,675.96,568.48,15.9,368,4.5,6320,True,https://www.amazon.in/dp/B02CYVQUZD
RKWI-DOV-BEA-14682,B0Z3TWR0K5,Dove Beauty & Hygiene Product (Pack of 2),Dove,Beauty & Hygiene,RK World InfoCom Private Limited,828.25,579.77,30.0,684,4.4,20004,True,https://www.amazon.in/dp/B0Z3TWR0K5
RKWI-HIM-BEA-14683,B0RJAIJQW4,Himalaya Beauty & Hygiene Product (250ml),Himalaya,Beauty & Hygiene,Appario Retail Private Ltd,642.35,458.0,28.7,801,3.8,3253,True,https://www.amazon.in/dp/B0RJAIJQW4
RKWI-NIV-HOM-14684,B0K0NC8MVZ,Nivea Home Care Product (Pack of 3),Nivea,Home Care,RK World InfoCom Private Limited,2395.05,1856.16,22.5,998,3.8,8427,False,https://www.amazon.in/dp/B0K0NC8MVZ
RKWI-DOV-BEA-14685,B01GBRV4CK,Dove Beauty & Hygiene Product (100g),Dove,Beauty & Hygiene,RK World InfoCom Private Limited,1243.38,1068.06,14.1,757,4.7,13268,True,https://www.amazon.in/dp/B01GBRV4CK
RKWI-DET-PER-14686,B0B042OGJI,Dettol Personal Care Product (Pack of 3),Dettol,Personal Care,RK World InfoCom Private Limited,1394.67,1096.21,21.4,289,4.5,10830,True,https://www.amazon.in/dp/B0B042OGJI
RKWI-SUR-ORA-14687,B0YV3VECO9,Surf Excel Oral Care Product (Single Unit),Surf Excel,Oral Care,Appario Retail Private Ltd,353.46,329.07,6.9,197,4.2,3718,False,https://www.amazon.in/dp/B0YV3VECO9
RKWI-SEN-PER-14688,B0O8AUBY5P,Sensodyne Personal Care Product (250ml),Sensodyne,Personal Care,RK World InfoCom Private Limited,301.51,279.2,7.4,127,4.6,19051,True,https://www.amazon.in/dp/B0O8AUBY5P
RKWI-L'O-BEA-14689,B0NSL0C04K,L'Oreal Beauty & Hygiene Product (Pack of 2),L'Oreal,Beauty & Hygiene,RK World InfoCom Private Limited,2236.96,1726.93,22.8,89,4.3,12885,True,https://www.amazon.in/dp/B0NSL0C04K
RKWI-VAS-BAB-14690,B096MSFU4A,Vaseline Baby Care Product (100g),Vaseline,Baby Care,RK World InfoCom Private Limited,1482.73,1309.25,11.7,237,3.9,17410,True,https://www.amazon.in/dp/B096MSFU4A
RKWI-ARI-ORA-14691,B0XP56Y1YW,Ariel Oral Care Product (Pack of 3),Ariel,Oral Care,RK World InfoCom Private Limited,737.7,559.91,24.1,53,4.5,18159,True,https://www.amazon.in/dp/B0XP56Y1YW
RKWI-PAM-PER-14692,B0HWTGQ0P8,Pampers Personal Care Product (500g),Pampers,Personal Care,Cocoblu Retail,1673.59,1430.92,14.5,433,4.2,12269,True,https://www.amazon.in/dp/B0HWTGQ0P8
RKWI-ARI-HOM-14693,B0V7T9FXL6,Ariel Home Care Product (Pack of 2),Ariel,Home Care,RK World InfoCom Private Limited,826.24,698.17,15.5,338,4.6,12496,True,https://www.amazon.in/dp/B0V7T9FXL6
RKWI-DOV-HEA-14694,B0Y46WTZZM,Dove Health & Wellness Product (Single Unit),Dove,Health & Wellness,Appario Retail Private Ltd,1406.75,1119.77,20.4,693,3.6,11732,True,https://www.amazon.in/dp/B0Y46WTZZM
RKWI-DET-ORA-14695,B0KN4NMMPX,Dettol Oral Care Product (250ml),Dettol,Oral Care,Cocoblu Retail,758.17,613.36,19.1,532,4.8,11099,True,https://www.amazon.in/dp/B0KN4NMMPX
RKWI-COL-ORA-14696,B0FJZ03CVC,Colgate Oral Care Product (1L),Colgate,Oral Care,RK World InfoCom Private Limited,861.95,661.98,23.2,170,3.7,18333,True,https://www.amazon.in/dp/B0FJZ03CVC
RKWI-NIV-HEA-14697,B07AJ9Q42G,Nivea Health & Wellness Product (500g),Nivea,Health & Wellness,RK World InfoCom Private Limited,2001.64,1473.21,26.4,17,3.7,21926,False,https://www.amazon.in/dp/B07AJ9Q42G
RKWI-HIM-HOM-14698,B0X6GXUWTC,Himalaya Home Care Product (100g),Himalaya,Home Care,RK World InfoCom Private Limited,2237.91,1897.75,15.2,311,4.1,9679,True,https://www.amazon.in/dp/B0X6GXUWTC
RKWI-NIV-BAB-14699,B0LV9RGXBC,Nivea Baby Care Product (Pack of 3),Nivea,Baby Care,RK World InfoCom Private Limited,1328.4,1107.89,16.6,170,4.6,19904,True,https://www.amazon.in/dp/B0LV9RGXBC
RKWI-L'O-HEA-14700,B0US9PMFS9,L'Oreal Health & Wellness Product (Pack of 3),L'Oreal,Health & Wellness,RK World InfoCom Private Limited,2446.6,2304.7,5.8,300,4.1,14028,True,https://www.amazon.in/dp/B0US9PMFS9
RKWI-SEN-BAB-14701,B067AWHMXQ,Sensodyne Baby Care Product (100g),Sensodyne,Baby Care,RK World InfoCom Private Limited,1295.29,1034.94,20.1,196,4.1,16140,True,https://www.amazon.in/dp/B067AWHMXQ
RKWI-PON-BAB-14702,B0LNXP664V,Pond's Baby Care Product (Pack of 2),Pond's,Baby Care,RK World InfoCom Private Limited,1822.87,1498.4,17.8,501,3.9,16232,True,https://www.amazon.in/dp/B0LNXP664V
RKWI-SEN-BAB-14703,B0J3OIJSNI,Sensodyne Baby Care Product (Pack of 3),Sensodyne,Baby Care,RK World InfoCom Private Limited,1230.13,928.75,24.5,446,3.7,1589,False,https://www.amazon.in/dp/B0J3OIJSNI
RKWI-ARI-HOM-14704,B0LVNMTS19,Ariel Home Care Product (500g),Ariel,Home Care,RK World InfoCom Private Limited,2240.44,1731.86,22.7,605,4.6,12806,False,https://www.amazon.in/dp/B0LVNMTS19
RKWI-ARI-BEA-14705,B0EOW6WP0U,Ariel Beauty & Hygiene Product (750ml),Ariel,Beauty & Hygiene,Appario Retail Private Ltd,918.72,769.89,16.2,649,4.1,21252,False,https://www.amazon.in/dp/B0EOW6WP0U
RKWI-ARI-ORA-14706,B0217AQ15I,Ariel Oral Care Product (100g),Ariel,Oral Care,Appario Retail Private Ltd,430.03,363.38,15.5,349,4.9,4426,False,https://www.amazon.in/dp/B0217AQ15I
RKWI-SUR-ORA-14707,B0U56I8B3D,Surf Excel Oral Care Product (Pack of 3),Surf Excel,Oral Care,RK World InfoCom Private Limited,1543.68,1108.36,28.2,71,4.1,6909,False,https://www.amazon.in/dp/B0U56I8B3D
RKWI-ARI-ORA-14708,B0UJQ9KVX7,Ariel Oral Care Product (750ml),Ariel,Oral Care,RK World InfoCom Private Limited,2235.16,1636.14,26.8,49,3.8,18363,True,https://www.amazon.in/dp/B0UJQ9KVX7
RKWI-SEN-BAB-14709,B0X7GVDP1Z,Sensodyne Baby Care Product (Single Unit),Sensodyne,Baby Care,RK World InfoCom Private Limited,2438.51,2265.38,7.1,40,4.2,12942,True,https://www.amazon.in/dp/B0X7GVDP1Z
RKWI-DET-BEA-14710,B0ZBUV68TZ,Dettol Beauty & Hygiene Product (1L),Dettol,Beauty & Hygiene,Cloudtail India,1357.34,1018.0,25.0,698,3.7,24772,True,https://www.amazon.in/dp/B0ZBUV68TZ
RKWI-VAS-PER-14711,B0AMG4PWV7,Vaseline Personal Care Product (1L),Vaseline,Personal Care,RK World InfoCom Private Limited,1868.38,1429.31,23.5,479,3.6,2475,True,https://www.amazon.in/dp/B0AMG4PWV7
RKWI-COL-PER-14712,B0ZHM54SNE,Colgate Personal Care Product (250ml),Colgate,Personal Care,RK World InfoCom Private Limited,1162.25,899.58,22.6,12,4.0,21604,True,https://www.amazon.in/dp/B0ZHM54SNE
RKWI-HIM-ORA-14713,B0WT8QXVJM,Himalaya Oral Care Product (1L),Himalaya,Oral Care,RK World InfoCom Private Limited,1908.87,1586.27,16.9,464,4.5,22447,True,https://www.amazon.in/dp/B0WT8QXVJM
RKWI-L'O-BEA-14714,B0EZUOF1H9,L'Oreal Beauty & Hygiene Product (Pack of 2),L'Oreal,Beauty & Hygiene,RK World InfoCom Private Limited,2164.88,2017.67,6.8,489,4.2,3211,False,https://www.amazon.in/dp/B0EZUOF1H9
RKWI-SEN-PER-14715,B0XCRPDEWK,Sensodyne Personal Care Product (100g),Sensodyne,Personal Care,Cocoblu Retail,747.32,695.75,6.9,587,4.3,17275,True,https://www.amazon.in/dp/B0XCRPDEWK
RKWI-L'O-HOM-14716,B0OIFOTDOM,L'Oreal Home Care Product (750ml),L'Oreal,Home Care,Cloudtail India,940.17,689.14,26.7,239,3.6,15902,True,https://www.amazon.in/dp/B0OIFOTDOM
RKWI-SEN-BAB-14717,B0423DVA49,Sensodyne Baby Care Product (250ml),Sensodyne,Baby Care,RK World InfoCom Private Limited,1634.58,1250.45,23.5,153,4.3,3455,True,https://www.amazon.in/dp/B0423DVA49
RKWI-PON-PER-14718,B09ZMY2MS9,Pond's Personal Care Product (Single Unit),Pond's,Personal Care,RK World InfoCom Private Limited,563.89,535.13,5.1,976,4.8,19633,True,https://www.amazon.in/dp/B09ZMY2MS9
RKWI-DOV-HEA-14719,B03DE6LXQ3,Dove Health & Wellness Product (750ml),Dove,Health & Wellness,Appario Retail Private Ltd,2408.21,1842.28,23.5,306,3.8,1761,True,https://www.amazon.in/dp/B03DE6LXQ3
RKWI-HIM-BEA-14720,B0C7EISW8Z,Himalaya Beauty & Hygiene Product (750ml),Himalaya,Beauty & Hygiene,Cocoblu Retail,1546.53,1096.49,29.1,520,4.4,17420,True,https://www.amazon.in/dp/B0C7EISW8Z
RKWI-L'O-ORA-14721,B02HRLWYH0,L'Oreal Oral Care Product (750ml),L'Oreal,Oral Care,Appario Retail Private Ltd,2295.8,2107.54,8.2,759,4.5,13629,True,https://www.amazon.in/dp/B02HRLWYH0
RKWI-SEN-PER-14722,B0YSU7G308,Sensodyne Personal Care Product (100g),Sensodyne,Personal Care,Appario Retail Private Ltd,1975.14,1562.34,20.9,691,3.5,10957,True,https://www.amazon.in/dp/B0YSU7G308
RKWI-SEN-PER-14723,B0MH981QE4,Sensodyne Personal Care Product (Pack of 3),Sensodyne,Personal Care,Cocoblu Retail,1332.03,1229.46,7.7,688,3.8,10278,False,https://www.amazon.in/dp/B0MH981QE4
RKWI-HIM-BEA-14724,B0U21KHI3E,Himalaya Beauty & Hygiene Product (Pack of 2),Himalaya,Beauty & Hygiene,RK World InfoCom Private Limited,1733.42,1534.08,11.5,658,4.3,23596,True,https://www.amazon.in/dp/B0U21KHI3E
RKWI-L'O-BAB-14725,B06E99744B,L'Oreal Baby Care Product (750ml),L'Oreal,Baby Care,Appario Retail Private Ltd,637.98,567.8,11.0,857,3.8,2753,True,https://www.amazon.in/dp/B06E99744B
RKWI-VAS-BEA-14726,B04MR98YON,Vaseline Beauty & Hygiene Product (750ml),Vaseline,Beauty & Hygiene,Appario Retail Private Ltd,539.28,386.66,28.3,163,4.2,6644,True,https://www.amazon.in/dp/B04MR98YON
RKWI-ARI-BAB-14727,B00DB9PDWY,Ariel Baby Care Product (750ml),Ariel,Baby Care,RK World InfoCom Private Limited,1375.27,1115.34,18.9,266,4.7,7360,True,https://www.amazon.in/dp/B00DB9PDWY
RKWI-NIV-HEA-14728,B02JXXZTPW,Nivea Health & Wellness Product (Single Unit),Nivea,Health & Wellness,Appario Retail Private Ltd,966.88,786.07,18.7,695,4.4,13606,True,https://www.amazon.in/dp/B02JXXZTPW
RKWI-DET-ORA-14729,B0DS187FWS,Dettol Oral Care Product (750ml),Dettol,Oral Care,Cocoblu Retail,1633.69,1298.78,20.5,328,4.4,11417,True,https://www.amazon.in/dp/B0DS187FWS
RKWI-VAS-HOM-14730,B064ZNF3ZF,Vaseline Home Care Product (750ml),Vaseline,Home Care,RK World InfoCom Private Limited,2178.79,1682.03,22.8,522,4.2,21241,False,https://www.amazon.in/dp/B064ZNF3ZF
RKWI-PAM-PER-14731,B0C4SJ226W,Pampers Personal Care Product (500g),Pampers,Personal Care,Appario Retail Private Ltd,1888.36,1512.58,19.9,486,3.8,7464,True,https://www.amazon.in/dp/B0C4SJ226W
RKWI-HIM-BAB-14732,B0O9TVI2SI,Himalaya Baby Care Product (Pack of 3),Himalaya,Baby Care,Cloudtail India,2478.84,1997.95,19.4,309,4.0,22989,True,https://www.amazon.in/dp/B0O9TVI2SI
RKWI-SEN-PER-14733,B02QQ3H309,Sensodyne Personal Care Product (250ml),Sensodyne,Personal Care,Cloudtail India,1805.67,1505.93,16.6,750,4.6,22743,True,https://www.amazon.in/dp/B02QQ3H309
RKWI-NIV-BEA-14734,B0VTKAU1AX,Nivea Beauty & Hygiene Product (Pack of 2),Nivea,Beauty & Hygiene,RK World InfoCom Private Limited,1499.06,1094.31,27.0,199,4.5,24389,False,https://www.amazon.in/dp/B0VTKAU1AX
RKWI-COL-BEA-14735,B0INV9AD8V,Colgate Beauty & Hygiene Product (Single Unit),Colgate,Beauty & Hygiene,Appario Retail Private Ltd,1613.91,1458.97,9.6,551,4.6,3424,True,https://www.amazon.in/dp/B0INV9AD8V
RKWI-SUR-BAB-14736,B00A127CH8,Surf Excel Baby Care Product (Pack of 3),Surf Excel,Baby Care,RK World InfoCom Private Limited,1425.77,1266.08,11.2,541,4.2,17789,True,https://www.amazon.in/dp/B00A127CH8
RKWI-SUR-HEA-14737,B0PWZ0FI2U,Surf Excel Health & Wellness Product (750ml),Surf Excel,Health & Wellness,RK World InfoCom Private Limited,2298.78,1793.05,22.0,416,3.5,1810,True,https://www.amazon.in/dp/B0PWZ0FI2U
RKWI-DET-HEA-14738,B0H8Z5DMQM,Dettol Health & Wellness Product (Single Unit),Dettol,Health & Wellness,Cloudtail India,1773.09,1356.41,23.5,755,4.7,24281,True,https://www.amazon.in/dp/B0H8Z5DMQM
RKWI-SEN-PER-14739,B0PBESYOZ7,Sensodyne Personal Care Product (250ml),Sensodyne,Personal Care,RK World InfoCom Private Limited,334.72,306.94,8.3,959,3.5,21500,True,https://www.amazon.in/dp/B0PBESYOZ7
RKWI-SEN-HOM-14740,B0FV1XQ7JJ,Sensodyne Home Care Product (100g),Sensodyne,Home Care,Appario Retail Private Ltd,1813.43,1579.5,12.9,935,4.2,16168,True,https://www.amazon.in/dp/B0FV1XQ7JJ
RKWI-PAM-BAB-14741,B01FEYYMSA,Pampers Baby Care Product (Pack of 2),Pampers,Baby Care,RK World InfoCom Private Limited,1297.6,1201.58,7.4,140,4.3,4269,False,https://www.amazon.in/dp/B01FEYYMSA
RKWI-COL-BEA-14742,B06X7D1D2H,Colgate Beauty & Hygiene Product (Pack of 3),Colgate,Beauty & Hygiene,Appario Retail Private Ltd,1207.96,873.36,27.7,623,3.7,2964,True,https://www.amazon.in/dp/B06X7D1D2H
RKWI-L'O-PER-14743,B08SZMSJKJ,L'Oreal Personal Care Product (500g),L'Oreal,Personal Care,RK World InfoCom Private Limited,1672.29,1237.49,26.0,26,3.9,17438,True,https://www.amazon.in/dp/B08SZMSJKJ
RKWI-PON-ORA-14744,B0M03CT1RA,Pond's Oral Care Product (1L),Pond's,Oral Care,RK World InfoCom Private Limited,711.33,519.27,27.0,769,4.8,5431,True,https://www.amazon.in/dp/B0M03CT1RA
RKWI-VAS-BAB-14745,B0PI7GCWJB,Vaseline Baby Care Product (1L),Vaseline,Baby Care,RK World InfoCom Private Limited,2192.0,2042.94,6.8,900,3.7,7809,False,https://www.amazon.in/dp/B0PI7GCWJB
RKWI-ARI-BAB-14746,B0VAYD4WQP,Ariel Baby Care Product (250ml),Ariel,Baby Care,Appario Retail Private Ltd,661.94,480.57,27.4,393,4.0,15131,True,https://www.amazon.in/dp/B0VAYD4WQP
RKWI-NIV-HEA-14747,B0RL2IB819,Nivea Health & Wellness Product (100g),Nivea,Health & Wellness,RK World InfoCom Private Limited,2096.98,1780.34,15.1,184,4.5,14823,False,https://www.amazon.in/dp/B0RL2IB819
RKWI-VAS-HOM-14748,B07SNYOENI,Vaseline Home Care Product (Pack of 2),Vaseline,Home Care,RK World InfoCom Private Limited,909.35,770.22,15.3,669,3.8,5416,True,https://www.amazon.in/dp/B07SNYOENI
RKWI-NIV-BAB-14749,B0RI01X5IL,Nivea Baby Care Product (250ml),Nivea,Baby Care,RK World InfoCom Private Limited,2012.05,1712.25,14.9,98,4.2,23652,True,https://www.amazon.in/dp/B0RI01X5IL
RKWI-HIM-HOM-14750,B0LRTNSN1V,Himalaya Home Care Product (750ml),Himalaya,Home Care,Cloudtail India,1033.72,737.04,28.7,755,4.0,860,True,https://www.amazon.in/dp/B0LRTNSN1V
RKWI-ARI-BEA-14751,B00ITJ19XC,Ariel Beauty & Hygiene Product (1L),Ariel,Beauty & Hygiene,RK World InfoCom Private Limited,1220.0,873.52,28.4,558,4.7,22776,True,https://www.amazon.in/dp/B00ITJ19XC
RKWI-SUR-BEA-14752,B0LZ6YAMLR,Surf Excel Beauty & Hygiene Product (Single Unit),Surf Excel,Beauty & Hygiene,RK World InfoCom Private Limited,1423.5,1180.08,17.1,302,4.7,6343,True,https://www.amazon.in/dp/B0LZ6YAMLR
RKWI-VAS-HOM-14753,B0XQQBFHN6,Vaseline Home Care Product (250ml),Vaseline,Home Care,Cloudtail India,2204.33,1584.91,28.1,644,4.8,8217,True,https://www.amazon.in/dp/B0XQQBFHN6
RKWI-DET-HEA-14754,B09K5PZRUJ,Dettol Health & Wellness Product (Single Unit),Dettol,Health & Wellness,RK World InfoCom Private Limited,2008.58,1596.82,20.5,810,4.6,7561,True,https://www.amazon.in/dp/B09K5PZRUJ
RKWI-COL-HOM-14755,B00EE1CD3K,Colgate Home Care Product (1L),Colgate,Home Care,Cocoblu Retail,2263.09,2131.83,5.8,443,3.6,18416,True,https://www.amazon.in/dp/B00EE1CD3K
RKWI-VAS-BEA-14756,B053AZ03SG,Vaseline Beauty & Hygiene Product (1L),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,1227.07,984.11,19.8,833,3.7,4640,True,https://www.amazon.in/dp/B053AZ03SG
RKWI-SEN-ORA-14757,B0W7UWQUYZ,Sensodyne Oral Care Product (1L),Sensodyne,Oral Care,Appario Retail Private Ltd,2057.63,1530.88,25.6,754,4.6,22168,True,https://www.amazon.in/dp/B0W7UWQUYZ
RKWI-VAS-HEA-14758,B0S2MIRYRM,Vaseline Health & Wellness Product (100g),Vaseline,Health & Wellness,Appario Retail Private Ltd,1686.74,1580.48,6.3,894,4.8,15251,True,https://www.amazon.in/dp/B0S2MIRYRM
RKWI-L'O-PER-14759,B06ROLVM6H,L'Oreal Personal Care Product (Single Unit),L'Oreal,Personal Care,RK World InfoCom Private Limited,1921.93,1512.56,21.3,374,4.8,8256,True,https://www.amazon.in/dp/B06ROLVM6H
RKWI-DOV-PER-14760,B0MUMMM4EG,Dove Personal Care Product (250ml),Dove,Personal Care,Appario Retail Private Ltd,265.79,214.49,19.3,291,4.5,22156,False,https://www.amazon.in/dp/B0MUMMM4EG
RKWI-COL-PER-14761,B0ZZCCAF91,Colgate Personal Care Product (Single Unit),Colgate,Personal Care,RK World InfoCom Private Limited,1298.44,1188.07,8.5,871,4.9,4395,True,https://www.amazon.in/dp/B0ZZCCAF91
RKWI-SUR-HOM-14762,B00GDFLHWD,Surf Excel Home Care Product (Pack of 2),Surf Excel,Home Care,RK World InfoCom Private Limited,1184.19,860.91,27.3,174,3.8,18224,True,https://www.amazon.in/dp/B00GDFLHWD
RKWI-DOV-HEA-14763,B0OVJN7NQH,Dove Health & Wellness Product (500g),Dove,Health & Wellness,Cloudtail India,421.15,370.19,12.1,700,3.8,16626,True,https://www.amazon.in/dp/B0OVJN7NQH
RKWI-L'O-ORA-14764,B0MJN52HZZ,L'Oreal Oral Care Product (500g),L'Oreal,Oral Care,RK World InfoCom Private Limited,1990.47,1628.2,18.2,290,4.8,21181,True,https://www.amazon.in/dp/B0MJN52HZZ
RKWI-SUR-ORA-14765,B060UE5C9S,Surf Excel Oral Care Product (Pack of 2),Surf Excel,Oral Care,RK World InfoCom Private Limited,101.84,84.02,17.5,270,4.3,22191,True,https://www.amazon.in/dp/B060UE5C9S
RKWI-VAS-HOM-14766,B0NFIQJTGY,Vaseline Home Care Product (750ml),Vaseline,Home Care,RK World InfoCom Private Limited,1512.57,1368.88,9.5,866,4.9,18924,False,https://www.amazon.in/dp/B0NFIQJTGY
RKWI-NIV-BAB-14767,B082G6JGOV,Nivea Baby Care Product (750ml),Nivea,Baby Care,RK World InfoCom Private Limited,1565.92,1403.06,10.4,886,4.1,17708,False,https://www.amazon.in/dp/B082G6JGOV
RKWI-HIM-BAB-14768,B00D4J294U,Himalaya Baby Care Product (Pack of 2),Himalaya,Baby Care,RK World InfoCom Private Limited,1880.54,1325.78,29.5,31,3.8,20630,True,https://www.amazon.in/dp/B00D4J294U
RKWI-VAS-ORA-14769,B05VGYWVZT,Vaseline Oral Care Product (1L),Vaseline,Oral Care,Cloudtail India,1474.0,1046.54,29.0,526,3.7,2928,True,https://www.amazon.in/dp/B05VGYWVZT
RKWI-DET-ORA-14770,B0X8OHU0DD,Dettol Oral Care Product (Pack of 2),Dettol,Oral Care,RK World InfoCom Private Limited,1038.01,851.17,18.0,201,4.5,1024,True,https://www.amazon.in/dp/B0X8OHU0DD
RKWI-COL-BAB-14771,B0TEY8UKNR,Colgate Baby Care Product (500g),Colgate,Baby Care,RK World InfoCom Private Limited,150.84,124.9,17.2,39,4.9,24811,False,https://www.amazon.in/dp/B0TEY8UKNR
RKWI-ARI-PER-14772,B0ERKCR2W1,Ariel Personal Care Product (500g),Ariel,Personal Care,Cloudtail India,1125.41,982.48,12.7,54,4.1,14187,True,https://www.amazon.in/dp/B0ERKCR2W1
RKWI-DET-BEA-14773,B0QQ7UVWEV,Dettol Beauty & Hygiene Product (250ml),Dettol,Beauty & Hygiene,Cloudtail India,1954.28,1512.61,22.6,718,4.8,17841,True,https://www.amazon.in/dp/B0QQ7UVWEV
RKWI-HIM-ORA-14774,B0GMQ0RDBJ,Himalaya Oral Care Product (750ml),Himalaya,Oral Care,Cocoblu Retail,958.25,674.61,29.6,475,3.9,9030,True,https://www.amazon.in/dp/B0GMQ0RDBJ
RKWI-DET-BAB-14775,B02IA0AR7H,Dettol Baby Care Product (1L),Dettol,Baby Care,Cocoblu Retail,1765.01,1336.11,24.3,705,4.3,20597,False,https://www.amazon.in/dp/B02IA0AR7H
RKWI-COL-BEA-14776,B0LMVPUJQE,Colgate Beauty & Hygiene Product (250ml),Colgate,Beauty & Hygiene,RK World InfoCom Private Limited,1233.06,971.65,21.2,733,4.4,5141,True,https://www.amazon.in/dp/B0LMVPUJQE
RKWI-SUR-ORA-14777,B0BFZXN4GY,Surf Excel Oral Care Product (Pack of 3),Surf Excel,Oral Care,RK World InfoCom Private Limited,1545.95,1202.75,22.2,615,3.7,3716,True,https://www.amazon.in/dp/B0BFZXN4GY
RKWI-ARI-BAB-14778,B0XUVYGA6X,Ariel Baby Care Product (500g),Ariel,Baby Care,RK World InfoCom Private Limited,203.92,149.27,26.8,786,4.9,9458,True,https://www.amazon.in/dp/B0XUVYGA6X
